 ,Label,Area,Mean,StdDev,Min,Max,Perim.
484,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:09795-06518,40.211,1.972,0.584,1.022,4.429,23.307
485,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:09802-05279,29.953,3.349,1.015,1.652,5.652,19.994
486,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:09820-06824,17.233,3.128,0.587,2.188,4.250,15.089
487,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:09821-03209,20.516,2.457,0.616,1.250,3.714,16.746
488,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:09825-05920,29.132,1.731,0.206,1.200,2.364,19.838
489,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:09830-04761,31.184,2.455,0.554,1.364,3.640,21.275
490,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:09847-03279,4.924,2.700,0.352,2.200,3.300,7.622
491,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:09853-05701,44.314,2.437,0.712,1.306,4.889,27.461
492,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:09860-05242,50.468,2.547,0.857,1.129,4.442,26.399
493,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:09869-03294,27.081,3.000,0.954,1.409,5.043,18.933
494,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:09871-03205,13.540,1.509,0.246,1.000,2.000,16.150
495,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:09874-03706,19.695,1.262,0.357,0.812,2.333,25.054
496,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:09896-05970,0.821,1.909,0.129,1.818,2.000,3.624
497,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:09895-05970,14.771,2.052,0.371,1.429,3.000,14.339
498,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:09909-10194,23.388,1.583,0.363,1.049,2.923,17.276
499,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:09914-05004,49.648,1.748,0.337,1.098,2.833,26.024
500,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:09936-04080,45.134,1.678,0.312,0.938,2.375,24.588
501,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:09960-04041,1.231,2.454,0.367,2.083,2.818,3.624
502,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:09961-04038,0.410,2.000,0.000,2.000,2.000,2.562
503,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:09962-04042,0.410,2.636,0.000,2.636,2.636,2.562
504,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:09959-07649,35.697,1.647,0.365,0.804,2.727,22.025
505,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:09962-05332,42.673,2.470,0.674,1.350,4.375,25.274
506,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:09976-08112,0.410,1.846,0.000,1.846,1.846,2.562
507,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:09995-04595,13.540,2.982,0.465,2.200,4.000,13.277
508,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:09994-03423,28.312,1.945,0.357,1.286,2.812,20.369
509,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:09997-06071,60.726,2.302,0.602,1.000,3.947,29.492
510,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:10014-04961,17.233,1.968,0.351,1.318,2.750,15.464
511,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:10019-07226,2.462,1.772,0.368,1.333,2.357,7.622
512,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:10020-07806,8.206,2.911,0.689,2.083,4.625,15.464
513,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:10021-07232,1.231,1.510,0.076,1.429,1.579,5.124
514,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:10023-04440,11.899,2.681,0.564,1.444,3.667,12.372
515,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:10029-07799,2.462,1.604,0.327,1.278,2.143,6.406
516,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:10033-07807,147.302,1.694,0.499,0.864,3.636,50.923
517,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:10044-06285,9.437,3.261,0.820,2.059,5.750,10.715
518,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:10048-04919,9.027,3.076,0.500,2.182,4.429,12.527
519,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:10079-04030,39.800,1.899,0.279,1.269,2.600,23.462
520,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:10083-05513,8.206,1.501,0.179,1.154,1.850,10.715
521,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:10088-07742,3.693,2.264,0.313,1.938,2.941,6.341
522,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:10131-08849,23.388,3.100,0.584,1.692,4.444,18.337
523,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:10145-03098,0.410,3.200,0.000,3.200,3.200,2.562
524,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:10141-07648,22.567,2.308,0.492,1.375,3.700,18.557
525,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:10146-06811,7.796,2.998,0.374,2.250,3.700,11.090
526,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:10181-04204,23.388,1.862,0.259,1.211,2.722,17.276
527,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:10199-07333,25.029,1.877,0.444,1.154,3.333,18.182
528,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:10201-05649,30.363,2.000,0.487,1.000,3.000,19.994
529,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:10205-03120,13.130,2.825,0.650,1.800,4.364,15.995
530,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:10225-07714,9.027,1.847,0.397,1.333,2.600,11.621
531,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:10275-07735,22.567,2.648,0.687,1.333,4.367,17.807
532,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:10279-07523,16.413,2.256,0.403,1.500,3.267,14.714
533,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:10290-05319,2.872,1.271,0.236,1.032,1.619,6.186
534,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:10307-08649,4.924,1.620,0.296,1.292,2.211,7.998
535,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:10336-04338,22.157,2.183,0.551,1.156,3.471,17.276
536,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:10347-07818,27.081,1.464,0.275,1.000,2.111,19.088
537,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:10378-07025,12.720,1.306,0.249,0.894,2.050,12.747
538,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:10419-05698,41.031,2.096,0.597,1.088,3.381,23.462
539,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:10435-04121,22.567,2.600,0.660,1.143,4.200,17.276
540,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:10443-08597,39.390,2.503,0.734,1.030,4.889,23.462
541,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:10450-05812,2.872,2.216,0.341,1.692,2.600,7.247
542,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:10476-08646,34.877,2.007,0.735,0.808,3.857,21.275
543,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:10534-06516,19.695,1.234,0.179,0.935,1.684,27.772
544,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:10537-06522,1.231,1.252,0.218,1.000,1.391,5.124
545,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:10538-06516,1.231,1.125,0.083,1.029,1.179,4.529
546,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:10541-06514,0.821,1.083,0.166,0.966,1.200,3.624
547,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:10541-06525,0.410,2.000,0.000,2.000,2.000,2.562
548,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:10542-06511,0.410,1.000,0.000,1.000,1.000,2.562
549,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:10543-06509,0.410,1.120,0.000,1.120,1.120,2.562
550,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:10542-06523,4.103,1.429,0.232,1.115,1.789,10.715
551,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:10544-06514,2.462,1.083,0.099,0.967,1.207,8.903
552,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:10544-06518,1.231,1.011,0.038,0.967,1.033,5.435
553,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:10542-06507,9.437,1.380,0.308,0.941,2.125,19.243
554,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:10547-06508,0.410,1.591,0.000,1.591,1.591,2.562
555,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:10547-06514,2.052,1.548,0.189,1.375,1.850,6.716
556,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:10547-06519,2.462,1.331,0.191,1.033,1.542,8.528
557,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:10546-02397,13.540,2.826,0.628,2.125,4.571,14.714
558,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:10571-07005,38.159,2.208,0.464,1.097,3.500,22.401
559,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:10574-05471,22.157,2.258,0.337,1.636,3.077,16.901
560,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:10619-05638,0.410,2.727,0.000,2.727,2.727,2.562
561,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:10622-05631,13.130,1.308,0.201,1.034,1.737,20.900
562,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:10623-06571,14.361,1.955,0.369,1.344,2.800,14.183
563,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:10628-05629,1.231,1.593,0.280,1.333,1.889,5.124
564,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:10625-03830,25.439,2.284,0.467,1.333,3.286,19.463
565,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:10625-05770,28.722,2.894,0.646,1.333,4.571,19.088
566,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:10660-05098,11.078,2.654,0.423,1.800,3.333,11.996
567,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:10680-06537,0.410,0.630,0.000,0.630,0.630,2.562
568,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:10682-06538,34.466,0.942,0.230,0.576,1.727,27.085
569,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:10687-06541,0.410,1.250,0.000,1.250,1.250,2.562
570,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:10690-06459,0.821,2.947,0.590,2.529,3.364,3.624
571,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:10681-06467,114.067,2.241,0.775,1.163,4.286,40.207
572,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:10693-06464,0.821,3.208,0.530,2.833,3.583,3.624
573,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:10742-06107,20.105,2.051,0.280,1.500,2.684,16.370
574,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:10761-03730,37.749,2.344,0.482,1.222,3.433,22.931
575,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:10777-05943,38.569,1.416,0.524,0.789,3.455,28.211
576,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:10783-03113,93.551,2.334,0.851,1.109,4.700,35.833
577,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:10834-02777,16.002,2.188,0.492,1.080,3.600,14.559
578,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:10845-08433,10.258,1.852,0.505,1.000,2.727,13.277
579,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:10872-06769,32.415,1.402,0.228,0.913,2.263,20.744
580,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:10882-06554,8.206,1.162,0.091,1.000,1.375,9.809
581,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:10890-03692,19.695,3.434,0.750,2.000,5.000,16.746
582,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:10894-08063,38.159,2.383,0.684,1.423,4.800,22.556
583,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:10907-07530,4.513,1.660,0.221,1.346,2.053,8.528
584,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:10911-03674,25.439,2.235,0.443,1.333,3.615,18.933
585,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:10922-08285,8.617,2.172,0.402,1.632,3.154,11.621
586,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:10927-05400,0.410,1.800,0.000,1.800,1.800,2.562
587,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:10973-07898,20.516,2.010,0.759,1.053,4.000,17.432
588,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:10973-08184,29.132,2.453,0.627,1.263,3.800,20.744
589,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:10992-08373,39.390,2.187,0.686,1.295,5.100,22.931
590,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:11010-05782,43.083,2.083,0.576,1.184,4.000,24.368
591,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:11017-05193,21.336,2.591,0.434,1.684,3.600,17.121
592,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:11148-05713,29.132,2.416,0.504,1.222,3.600,19.619
593,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:11173-06068,5.334,1.565,0.355,1.200,2.500,8.903
594,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:11232-07055,41.852,1.687,0.341,1.000,2.857,23.837
595,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:11307-06994,42.673,2.526,0.652,1.368,5.250,25.274
596,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:11339-05629,0.410,1.600,0.000,1.600,1.600,2.562
597,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:11343-05627,0.821,1.062,0.026,1.043,1.080,3.843
598,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:11349-05638,0.410,2.000,0.000,2.000,2.000,2.562
599,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:11345-05630,68.933,1.556,0.329,0.960,2.727,46.859
600,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:11362-10572,8.206,2.276,0.271,1.800,3.000,10.715
601,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:11387-05454,16.002,1.031,0.174,0.788,1.591,16.150
602,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:11401-06028,87.807,1.859,0.772,0.950,4.600,34.552
603,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:11461-05128,13.951,2.753,0.616,1.875,4.571,13.277
604,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:11471-03990,4.103,2.690,0.414,2.273,3.500,7.247
605,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:11478-06609,47.186,2.655,0.572,1.238,4.308,25.649
606,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:11580-06224,84.935,1.803,0.514,0.986,3.556,35.833
607,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:11637-06229,27.081,2.546,0.619,1.333,4.429,20.369
608,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:11669-07648,65.240,1.839,0.726,0.647,3.750,30.554
609,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:11746-05204,32.004,2.069,0.530,1.103,3.278,21.275
610,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:11808-06359,13.951,1.864,0.457,1.192,3.200,13.653
611,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:11824-09746,54.572,1.792,0.596,0.917,3.333,27.616
612,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:11856-05942,9.027,2.196,0.412,1.444,3.429,11.090
613,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:11858-09873,5.334,1.868,0.353,1.364,2.417,7.622
614,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:11932-05562,10.258,1.861,0.259,1.389,2.364,11.621
615,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:11944-04582,9.437,2.150,0.412,1.556,3.200,11.466
616,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:11948-04582,1.231,1.959,0.486,1.429,2.385,3.624
617,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:11942-06581,132.941,2.225,0.717,0.870,4.667,44.957
618,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:11954-06591,0.821,1.155,0.376,0.889,1.421,3.843
619,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:12032-06363,15.592,2.889,0.639,1.727,4.111,14.183
620,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:12047-06389,51.699,1.555,0.315,1.088,2.800,26.555
621,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:12108-06556,2.462,2.637,0.232,2.385,3.000,6.406
622,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:12115-05789,74.677,2.655,0.624,0.865,4.750,33.116
623,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:12148-05723,90.269,1.719,0.464,1.054,3.778,35.833
624,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:12161-06490,11.078,2.334,0.466,1.556,3.111,11.466
625,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:12167-06494,1.641,2.807,0.489,2.167,3.357,5.124
626,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:12168-06488,0.821,2.484,0.078,2.429,2.538,3.843
627,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:12169-04592,4.924,1.009,0.133,0.789,1.179,7.247
628,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:12170-06493,2.872,2.195,0.326,1.789,2.588,5.811
629,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:12174-06497,23.798,2.354,0.668,1.030,3.833,21.430
630,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:12217-09531,39.390,1.597,0.398,0.897,3.111,22.931
631,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:12268-04740,0.410,1.692,0.000,1.692,1.692,2.562
632,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:12272-04739,2.872,1.831,0.462,1.190,2.364,7.247
633,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:12271-06319,7.386,1.898,0.247,1.500,2.429,9.809
634,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:12280-06421,22.978,2.016,0.329,1.389,3.000,18.557
635,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:12310-05863,34.466,2.442,0.615,1.182,3.778,22.181
636,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:12348-06653,29.132,1.560,0.772,0.720,3.818,19.838
637,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:12382-04573,0.410,1.833,0.000,1.833,1.833,2.562
638,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:12384-04576,1.641,2.146,0.228,1.846,2.364,4.905
639,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:12438-07310,6.975,1.357,0.233,0.971,1.842,11.621
640,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:12448-06391,17.643,1.915,0.347,1.074,2.750,15.464
641,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:12478-07257,58.675,2.077,0.543,1.048,3.692,29.803
642,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:12501-03699,29.953,1.425,0.191,0.962,1.950,20.214
643,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:12548-06909,67.702,1.391,0.346,0.794,3.000,30.398
644,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:12575-06603,0.410,2.462,0.000,2.462,2.462,2.562
645,Result of BEFORE_GA3_B2 Region1_Merged_RAW_ch01.tif:12576-06606,1.641,2.232,0.198,2.067,2.462,4.905
